Wavelength (m),T = 273 K,T = 400 K,T = 600 K,T = 800 K,T = 1000 K,T = 1200 K,T = 1400 K,T = 1600 K,T = 1800 K,T = 2000 K,T = 2200 K,T = 2400 K,T = 2600 K,T = 2800 K,T = 3000 K
5.163963963963964e-06,0.10772934383677617,0.5030803230733922,0.9690898022014417,0.9479406558164073,0.7622043950862711,0.5763606105497008,0.4294549478137201,0.3210247567294267,0.2424410352070925,0.18545282690951348,0.14376139195139448,0.11289822909455287,0.08975812647623804,0.0721798879216084,0.05866360204465878
5.173873873873874e-06,0.1090005734182195,0.5058446440090555,0.9700650714537419,0.9468012606963686,0.7602986406526213,0.5744301198232811,0.4277601744941253,0.3196159742615507,0.24129454549639898,0.18452565927023593,0.14301099498737296,0.11228827474140615,0.08925932233095635,0.07176921808937341,0.05832310531518864
5.183783783783784e-06,0.11028018635298935,0.508605755506129,0.9710229499070535,0.945653562467721,0.7583938238350473,0.5725051551359327,0.4260724084106779,0.31821417360431165,0.24015440536379565,0.18360403227116845,0.14226533916277084,0.11168234243902574,0.08876392078412762,0.07136142813794558,0.05798505188566222
5.1936936936936935e-06,0.11156816807729002,0.5113635605005931,0.9719635186675291,0.9444976783892992,0.7564900057200445,0.5705857261916383,0.42439162966859084,0.31681932145423963,0.23902057737469445,0.1826879090527398,0.14152439032175496,0.11108040151012774,0.08827189473793787,0.07095649434019982,0.05764942106500456
5.203603603603603e-06,0.11286450345955949,0.5141179627390289,0.972886859155921,0.9433337247720588,0.754587246466962,0.5686718421814295,0.4227178182192518,0.31543138458060044,0.23789302428853143,0.18177725300353217,0.14078811457191803,0.11048242153514812,0.08778321733622145,0.0705543931901993,0.05731619236178505
5.213513513513513e-06,0.11416917680410332,0.5168688667806743,0.9737930530944526,0.942161816982637,0.7526856053183612,0.5667635117920529,0.4210509538652608,0.31405032982736536,0.23677170905868053,0.18087202775897876,0.14005647828231543,0.10988837235000758,0.08729786196214664,0.07015510140093593,0.05698534548209524
5.223423423423423e-06,0.1154821718547852,0.5196161779993844,0.9746821824940602,0.9409820694469601,0.7507851406102298,0.5648607432145101,0.41939101626536396,0.31267612411514667,0.2356565948323513,0.17997219720004537,0.13932944808152267,0.10929822404388177,0.08681580223593234,0.06975859590210781,0.056656860327438385
5.233333333333333e-06,0.11680347179877161,0.5223598025854359,0.975554329641657,0.939794595653931,0.7488859097821466,0.5629635441524677,0.4177379849392944,0.31130873444301715,0.2345476449504349,0.17907772545192255,0.1386069908556954,0.1087119469569991,0.08633701201258129,0.06936485383791341,0.056330716992653185
5.243243243243244e-06,0.11813305927032874,0.525099647547172,0.9764095770877439,0.938599508159201,0.7469879693873427,0.5610719218305602,0.41609183927253834,0.30994812789034754,0.23344482294735402,0.1781885768826886,0.13788907374664508,0.10812951167844674,0.08586146537963736,0.06897385256487008,0.05600689576385484
5.2531531531531535e-06,0.11947091635467494,0.527835620712515,0.9772480076340591,0.9373969185889823,0.7450913751026534,0.559185883002565,0.4144525585209943,0.3085942716185432,0.23234809255087066,0.1773047161020046,0.1371756641499152,0.10755088904400974,0.08538913665496625,0.06858556964965916,0.055685377116403825
5.263063063063063e-06,0.12081702459188255,0.5305676307303382,0.9780697043215134,0.9361869376438989,0.7431961817384608,0.5573054339594733,0.41282012181554817,0.3072471328727322,0.2312574176818775,0.1764261079597757,0.13646672971287857,0.1069760501340047,0.08492000038455151,0.06819998286698828,0.055366141712893356
5.272972972972973e-06,0.12217136498082791,0.5332955870717087,0.9788747504182697,0.9349696751029447,0.7413024432484473,0.5554305805374501,0.41119450816657094,0.3059066789834234,0.23017276245416698,0.1755527175448235,0.1357622383328395,0.10640496627115648,0.08445403134032076,0.0678170701974829,0.05504917040116379
5.282882882882883e-06,0.12353391798318941,0.5360194000309683,0.9796632294079928,0.9337452398274684,0.7394102127393203,0.5535613281256667,0.4095756964683182,0.3045728773680935,0.22909409117417778,0.17468451018356124,0.1350621581551426,0.10583760901846975,0.08399120451798366,0.06743680982559659,0.054734444212339264
5.292792792792793e-06,0.12490466352750111,0.5387389807267116,0.9804352249783336,0.9325137397651748,0.7375195424804685,0.5516976816740402,0.4079636655032486,0.30324569553273595,0.22802136834071193,0.17382145143864883,0.13436645757129692,0.1052739501771329,0.08353149513489841,0.06705918013754236,0.054421944358881355
5.302702702702703e-06,0.12628358101323822,0.5414542411026153,0.9811908210095008,0.9312752819542605,0.7356304839134773,0.5498396457008593,0.40635839394627077,0.3019251010733547,0.22695455864464678,0.17296350710766584,0.13367510521711373,0.10471396178443307,0.08307487862795214,0.06668415971925232,0.05411165223267458
5.3126126126126125e-06,0.12767064931495645,0.5441650939281412,0.9819301015630946,0.9300299725275363,0.7337430876616109,0.5479872243002903,0.4047598603688953,0.3006110616774104,0.22589362696861207,0.17211064322177397,0.13298806997084164,0.10415761611168681,0.08262133065147002,0.06631172735434913,0.05380354940312322
5.322522522522522e-06,0.12906584678647307,0.5468714527991085,0.9826531508710443,0.9287779167165808,0.7318574035391584,0.5461404211497964,0.40316804324330824,0.2993035451252333,0.22483853838666162,0.17126282604437842,0.13230532095132322,0.10360488566219275,0.0821708270751345,0.06594186202214783,0.053497617615278444
5.332432432432432e-06,0.13046915126508873,0.5495732321381457,0.9833600533248106,0.9275192188560223,0.7299734805607581,0.5442992395174373,0.4015829209463801,0.29800251929137095,0.2237892581639057,0.17042002206978688,0.1316268275161664,0.10305574316919716,0.08172334398193472,0.06557454289567918,0.053193838787980945
5.342342342342342e-06,0.1318805400758473,0.5522703471950271,0.9840508934646548,0.9262539823877654,0.7280913669505688,0.5424636822690722,0.4000044717635856,0.29670795214590523,0.22274575175615094,0.16958219802187385,0.13095255925990568,0.10251016159387853,0.08127885766613074,0.06520974933972389,0.05289219501202537
5.352252252252252e-06,0.13329999003584203,0.5549627140468643,0.9847257559691381,0.9249823098653404,0.72621111015142,0.5406337518754538,0.39843267389282994,0.29541981175573134,0.2217079848094998,0.16874932085274275,0.13028248601220144,0.10196811412334643,0.08083734463123447,0.06484746090887968,0.052592668548351956
5.362162162162162e-06,0.13472747745855157,0.557650249598203,0.9853847256447804,0.9237043029582179,0.7243327568338128,0.5388094504192253,0.396867505448258,0.29413806628575434,0.22067592315994614,0.16792135774137976,0.12961657783602615,0.10142957416865965,0.08039878158801889,0.0644876573456436,0.052295241826246786
5.3720720720720725e-06,0.13616297815821835,0.5603328715809961,0.9860278874158901,0.9224200624562185,0.7224563529049232,0.5369907796018348,0.3953089444639211,0.29286268400011034,0.21964953283295202,0.1670982760923229,0.12895480502587434,0.10089451536286104,0.07996314545253881,0.06413031857851452,0.051999897441576196
5.381981981981982e-06,0.13760646745426033,0.5630104985544381,0.9866553263145121,0.9211296882739448,0.7205819435174191,0.5351777407503022,0.3937569688974044,0.29159363326329335,0.21862878004300074,0.16628004353431936,0.12829713810598126,0.10036291155902524,0.07953041334417649,0.06377542472011591,0.051706618155028986
5.391891891891892e-06,0.13905792017571844,0.5656830499047449,0.9872671274706226,0.9198332794552361,0.718709573078279,0.5333703348239585,0.39221155663340435,0.29033088254125733,0.21761363119314583,0.1654666279189901,0.12764354782855075,0.09983473682832683,0.07910056258370066,0.06342295606534207,0.05141538689038753
5.401801801801802e-06,0.14051731066573464,0.5683504458447459,0.987863376102417,0.9185309341776344,0.7168392852574993,0.5315685624210201,0.39067268548719397,0.28907440040248994,0.21660405287453685,0.16465799731948885,0.12699400517199322,0.0993099654581232,0.07867357069135024,0.06307289308951991,0.05112618673281273
5.411711711711712e-06,0.14198461278606464,0.5710126074134203,0.9884441575067919,0.9172227497569542,0.7149711229967025,0.5297724237851191,0.3891403332080385,0.2878241555190359,0.21560001186593158,0.1638541200291693,0.12634848133917792,0.09878857195005439,0.07824941538493338,0.06272521644659065,0.05083900092715225
5.421621621621622e-06,0.1434597999216193,0.573669456475329,0.9890095570499403,0.9159088226518088,0.7131051285176856,0.5279819188117063,0.38761447748256034,0.2865801166674847,0.21460147513319683,0.16305496456025712,0.12570694775568628,0.09827053101815489,0.0778280745779457,0.06237990696731531,0.05055381287626373
5.4315315315315315e-06,0.1449428449850382,0.57632091571989,0.989559660158174,0.9145892484681656,0.7112413433309009,0.5261970470543949,0.3860950959380088,0.2853422527299265,0.21360840982879564,0.16226049964250286,0.1250693760680952,0.09775581758698972,0.07740952637770827,0.06203694565749354,0.050270606139362635
5.441441441441441e-06,0.14643372042128602,0.5789669086606214,0.9900945523088496,0.9132641219639991,0.7093798082437891,0.5244178077311726,0.3845821661454783,0.28411053269486675,0.21262078329125222,0.1614706942218652,0.12443573814225112,0.09724440678979741,0.07699374908352188,0.061696313696207934,0.049989364430384015
5.451351351351351e-06,0.14793239821228416,0.5816073596342127,0.9906143190214629,0.911933537053901,0.7075205633691366,0.5226441997305604,0.3830756656230732,0.28288492565811746,0.21163856304462642,0.16068551745917578,0.123806006061564,0.09673627396665604,0.07658072118484115,0.06135799243407865,0.049710071616363344
5.461261261261261e-06,0.14943884988156197,0.5842421937995594,0.991119045848872,0.9105975868137203,0.7056636481332622,0.5208762216176569,0.3815755718389769,0.28166540082362984,0.21066171679794274,0.15990493872881173,0.123180152125317,0.09623139466265791,0.07617042135946568,0.06102196339154583,0.04943271171583901
5.471171171171171e-06,0.1509530464989332,0.5868713371366437,0.9916088183687178,0.9092563634852538,0.703809101284168,0.5191138716401217,0.3800818622145099,0.2804519275043222,0.20969021244463854,0.15912892761737407,0.12255814884697475,0.0957297446261087,0.07576282847174816,0.060688208257163076,0.04915726889726909
5.481081081081081e-06,0.15247495868520253,0.5894947164453632,0.9920837221749741,0.9079099584809557,0.7019569608995866,0.5173571477340349,0.37859451412707,0.2792444751228537,0.20872401806198582,0.15835745392236608,0.12193996895251655,0.09523129980673324,0.07535792157082313,0.06035670888591413,0.048883727477468115
5.490990990990991e-06,0.15400455661688486,0.5921122593442547,0.9925438428695993,0.9065584623886289,0.7001072643950068,0.5156060475297057,0.37711350491305956,0.27804301321238045,0.2077631019104974,0.15759048765087075,0.12132558537876499,0.0947360363539028,0.0749556798888489,0.060027447297543855,0.0486120719200588
5.500900900900901e-06,0.1555418100309538,0.594723894269102,0.9929892660543956,0.9052019649761741,0.6982600485315439,0.51386056835738,0.3756388118707214,0.2768475114172667,0.20680743243333774,0.15682799901823993,0.12071497127174563,0.09424393061487439,0.07455608283927137,0.059700405674909196,0.048342286833947715
5.510810810810811e-06,0.15708668822961147,0.5973295504714825,0.9934200773230007,0.9038405551963264,0.6964153494237765,0.5121207072528635,0.37417041226294306,0.27565793949377276,0.205856978255708,0.15606995844677599,0.12010809998503669,0.09375495913304754,0.0741591100150993,0.05937556636234793,0.04807435697180898
5.520720720720721e-06,0.15863916008506934,0.5999291580172158,0.9938363622529657,0.9024743211914468,0.6945732025475154,0.51038646096307,0.37270828331997824,0.27447426731072666,0.20491170818423118,0.15531633656442476,0.11950494507813883,0.09326909864623394,0.07376474118720378,0.059052911864062814,0.04780826722859207
5.530630630630631e-06,0.1601991940443529,0.6025226477847215,0.9942382063980741,0.9011033502982718,0.6927336427474549,0.5086578259514883,0.37125240224213796,0.2732964648501276,0.20397159120632907,0.15456710420347003,0.11890548031486156,0.09278632608494453,0.07337295630262795,0.05873242484252454,0.04754400264004416
5.540540540540541e-06,0.16176675813412764,0.6051099514632948,0.994625695280679,0.8997277290527307,0.6908967042448031,0.5069347984035611,0.36980274620240183,0.2721245022077641,0.20303659648956945,0.15382223239922618,0.11830967966171536,0.09230661857068788,0.07298373548291588,0.058414088116892575,0.04728154838124802
5.5504504504504505e-06,0.16334181996552977,0.6076910015513001,0.9949989143842826,0.8983475431947426,0.6890624206447873,0.5052173742319966,0.3683592923490011,0.27095834959378146,0.20210669338103704,0.15308169238873928,0.11771751728630848,0.0918299534142891,0.07259705902245911,0.05809788466145039,0.0470208897651787
5.56036036036036e-06,0.16492434673902642,0.6102657313542885,0.9953579491461904,0.8969628776730363,0.6872308249441019,0.5035055490819783,0.3669220178079264,0.26979797733321975,0.20118185140667386,0.15234545560949853,0.11712896755576323,0.09135630811421644,0.07221290738685876,0.05778379760405792,0.04676201224127413
5.57027027027027e-06,0.16651430524927557,0.6128340749830083,0.9957028849503293,0.895573816649955,0.6854019495382959,0.501799318336342,0.36549089968539306,0.268643355866542,0.20026204027061373,0.1516134936981314,0.11654400503514362,0.0908856603549277,0.07183126121130219,0.05747181022462313,0.04650490139402159
5.58018018018018e-06,0.16811166189001236,0.6153959673513938,0.9960338071201754,0.8941804435063326,0.683575826229087,0.5000986771206228,0.36406591507026076,0.2674944557501107,0.1993472298545123,0.15088577848912846,0.11596260448588808,0.09041798800523225,0.0714521012989592,0.05716190595358829,0.04624954294156462
5.59009009009009e-06,0.1697163826589339,0.6179513441744071,0.9963508009118233,0.8927828408462928,0.6817524862315522,0.4984036203080726,0.3626470410363875,0.2663512476566604,0.1984373902168749,0.1501622820135483,0.11538474086425372,0.08995326911665746,0.07107540861938687,0.056854068370428223,0.0459959227343196
5.6e-06,0.17132843316260793,0.6205001419658693,0.9966539515072053,0.8913810905021279,0.6799319601813201,0.4967141425245857,0.3612342546449546,0.26521370237574177,0.19753249159236277,0.14944297649774682,0.11481038931977884,0.08949148192184468,0.07070116430696322,0.05654828120217313,0.04574402675361034
5.60990990990991e-06,0.1729477786213856,0.6230422980361685,0.9969433440073941,0.8899752735391396,0.6781142781416427,0.4950302381535218,0.3598275329467179,0.2640817908141356,0.19663250439110902,0.14872783436209253,0.11423952519374478,0.08903260483294508,0.07032934965932076,0.05624452832193921,0.04549384111031833
5.6198198198198194e-06,0.17457438387432236,0.6255777504899362,0.9972190634260784,0.8885654702604913,0.6762994696103897,0.4933519013405374,0.358426852984244,0.2629554839962299,0.195737399198014,0.14801682821970694,0.11367212401766152,0.08857661644004093,0.0699599461358077,0.055942793747479916,0.04524535204354957
5.62972972972973e-06,0.1762082133841079,0.6281064382236251,0.9974811946831152,0.8871517602120942,0.674487563527025,0.4916791259982441,0.3570321917940525,0.26183475306441256,0.1948471467720476,0.1473099308751863,0.1131081615117475,0.08812349550957023,0.06959293535595712,0.05564306163975012,0.04499854591931155
5.63963963963964e-06,0.1778492312420053,0.6306283009230285,0.9977298225982684,0.8857342221874493,0.6726785882794505,0.4900119058108857,0.355643526408776,0.2607195692793956,0.19396171804552706,0.1466071153233462,0.11254761358344213,0.08767322098277583,0.06922829909797726,0.05534531630148546,0.0447534092292105
5.64954954954955e-06,0.17949740117279625,0.6331432790607411,0.9979650318850027,0.8843129342325183,0.6708725717108027,0.48835023423887997,0.3542608338592036,0.25960990402055095,0.193081084123411,0.14590835474796218,0.11199045632590289,0.08722577197416136,0.0688660192972499,0.055049542175798626,0.04450992858915951
5.65945945945946e-06,0.1811526865397306,0.6356513138935459,0.9981869071444511,0.8828879736506081,0.6690695411262044,0.48669410452334,0.3528840911763344,0.2585057287862086,0.1922052162825729,0.14521362252051834,0.11143666601654051,0.08678112776996008,0.06850607804484786,0.054755723844789904,0.044268090738102644
5.6693693693693695e-06,0.18281505034947948,0.6381523474597381,0.9983955328594452,0.8814594170072209,0.6672695232994025,0.4850435096905009,0.3515132753933732,0.2574070151939302,0.19133408597107138,0.1445228921989593,0.11088621911554228,0.08633926782662375,0.06814845758607055,0.054463846028169886,0.04402788253675284
5.679279279279279e-06,0.18448445525709406,0.6406463225763881,0.9985909933887528,0.8800273401349308,0.6654725444793743,0.48339844255608483,0.35014836354765905,0.25631373498077664,0.19046766480742158,0.14383613752644608,0.11033909226441578,0.08590017176931852,0.06779314031898369,0.05417389358190284,0.04378929096634447
5.689189189189189e-06,0.18616086357096492,0.6431331828365504,0.9987733729613251,0.8785918181382332,0.6636786303968399,0.48175889572961444,0.3487893326825799,0.25522586000354436,0.1896059245798568,0.14315333243011996,0.10979526228454484,0.08546381939043791,0.06744010879298476,0.053885851496856194,0.04355230312739938
5.699099099099099e-06,0.18784423725778865,0.6456128726063995,0.9989427556707184,0.8771529253984456,0.6618878062707316,0.48012486161863727,0.34743615984944953,0.2541433622389795,0.1887488372455861,0.14247445101986872,0.10925470617575368,0.0850301906481289,0.0670893457073756,0.053599704897472775,0.04331690623850464
5.709009009009009e-06,0.18953453794752873,0.6480853370223166,0.9990992254696565,0.8757107355785293,0.6601000968145664,0.4784963324329113,0.34608882210929837,0.2530662137839817,0.1878963749300454,0.14179946758710166,0.10871740111487706,0.08459926566482434,0.06674083390995221,0.053315439040450226,0.043083087635109533
5.718918918918919e-06,0.1912317269383803,0.6505505219879337,0.9992428661646137,0.8742653216279606,0.6583155262427777,0.4768733001885033,0.3447472965346866,0.2519943868557859,0.18704850992615285,0.1411283566035237,0.10818332445435205,0.08417102472580454,0.06639455639560599,0.053033039313439494,0.042850834768329925
5.728828828828829e-06,0.19293576520173375,0.6530083741710863,0.9993737614106241,0.8728167557875828,0.6565341182769786,0.4752557567118556,0.34341156021143093,0.25092785379212196,0.1862052146935553,0.14046109271992152,0.10765245372080608,0.08374544827774963,0.06605049630494257,0.052752491233754556,0.042620135203767874
5.7387387387387384e-06,0.19464661338713674,0.6554588410007586,0.9994919947060634,0.8713651095944739,0.6547558961521276,0.4736436936437545,0.34208159024031615,0.24986658705135073,0.18536646185786484,0.13979765076495015,0.10712476661366804,0.08332251692732434,0.06570863692291015,0.05247378044709588,0.04239097662034739
5.748648648648648e-06,0.19636423182725668,0.6579018706639534,0.9995976493876801,0.86991045388674,0.652980882622675,0.4720371024432742,0.34075736373875126,0.2488105592126119,0.18453222420990137,0.1391380057439298,0.10660024100378149,0.08290221143976684,0.0653689616774468,0.05219689272628724,0.04216334680915755
5.758558558558558e-06,0.19808858054283252,0.6603374121024846,0.9996908086256618,0.8684528588083958,0.6512090999686192,0.47043597439163515,0.33943885784241384,0.24775974297590925,0.18370247470493134,0.1384821328376403,0.10607885493202962,0.08248451273748812,0.06503145413813241,0.05192181397002793,0.04193723367231382
5.768468468468469e-06,0.19981961924763428,0.6627654150097865,0.9997715554187471,0.8669923938141593,0.6494405700015052,0.46884030059601933,0.3381260497068319,0.24671411116221406,0.18287718646189446,0.13783000740113055,0.1055605866079787,0.08206940189868978,0.0646960980148661,0.05164853020165662,0.041712625221828496
5.778378378378379e-06,0.20155730735340743,0.665185829827604,0.9998399725895777,0.8655291276743011,0.6476753140703416,0.46725007199331753,0.33681891650893425,0.24567363671354095,0.18205633276264468,0.1371816049625272,0.10504541440851577,0.08165686015598851,0.06436287715654522,0.05137702756792733,0.04148950957849404
5.7882882882882885e-06,0.20330160397482067,0.6675986077427052,0.9998961427800567,0.8640631284794323,0.6459133530674837,0.46566527935382124,0.3355174354485858,0.24463829269300708,0.1812398870511643,0.13653690122185264,0.10453331687651304,0.08124686889505944,0.06403177554976422,0.051107292337800425,0.04126787497078182
5.798198198198198e-06,0.20505246793439538,0.6700037006834775,0.9999401484467999,0.8625944636453048,0.6441547074344572,0.46408591328487,0.3342215837500656,0.24360805228487356,0.1804278229328002,0.13589587204984246,0.10402427271948828,0.08083940965328379,0.06370277731752531,0.05083931090124589,0.041047709733749674
5.808108108108108e-06,0.20680985776744978,0.6724010613165503,0.9999720718567799,0.86112319991762,0.6423993971676529,0.46251196423441754,0.33293133866351843,0.24258288879458106,0.17962011417348006,0.13525849348677685,0.10351826080828988,0.08043446411841647,0.0633758667179591,0.05057306976805672,0.040829002307961125
5.818018018018018e-06,0.20857373172701232,0.6747906430433046,0.9999919950829332,0.859649403376799,0.640647441824088,0.4609434224945792,0.3316466774663737,0.24156277564875284,0.17881673469894258,0.1346247417413175,0.1030152601757775,0.08003201412725991,0.06305102814306127,0.05030855556667988,0.04061174123842082
5.827927927927928e-06,0.2103440477887387,0.6771723999964203,1.0,0.8581731394427609,0.6388988605269343,0.45938027820508875,0.33036757746472395,0.2405476863952025,0.1780176585939432,0.13399459318933477,0.10251525001552027,0.07963204166435307,0.06272824611744306,0.05004575504305404,0.040395915173517094
5.837837837837838e-06,0.2121207636558197,0.679546287036303,0.9999961682803683,0.8566944728796747,0.6371536719711829,0.457822521356721,0.32909401599469457,0.23953759470292257,0.177222860101488,0.13336802437276682,0.10201820968050668,0.07923452886067006,0.06240750529708608,0.049784655059464576,0.04018151286397805
5.847747747747748e-06,0.21390383676388078,0.6819122597475297,0.9999805813900312,0.8552134678007,0.6354118944290602,0.4562701417946706,0.32782597042374556,0.23853247436204741,0.1764323136220343,0.1327450119984594,0.10152411868186181,0.07883945799233395,0.06208879046812012,0.049525242593406495,0.039968523161841685
5.8576576576576574e-06,0.21569322428586638,0.684270274435245,0.9999533205846666,0.8537301876727603,0.6336735457555198,0.4547231292218496,0.3265634181519725,0.23753229928381384,0.1756459937127147,0.1321255329370331,0.1010329566875696,0.07844681147933806,0.06177208654560532,0.049267504736461146,0.03975693501943085
5.867567567567567e-06,0.2174888831369176,0.6866202881214917,0.9999144669057892,0.8522446953212104,0.63193864339361,0.4531814732021649,0.32530633661335756,0.23653704350050625,0.1748638750865532,0.13150956422173246,0.10054470352121267,0.07805657188428157,0.06145737857232938,0.04901142869318697,0.03954673748834684
5.877477477477477e-06,0.21929076997923524,0.6889622585415468,0.9998641011769728,0.8507570529345887,0.6302072043798117,0.4516451631637275,0.3240547032770026,0.23554668116539892,0.17408593261166533,0.13089708304730974,0.1000593391607191,0.07766872191111282,0.061144651717616995,0.0487570017800171,0.03933791971846951
5.887387387387387e-06,0.22109884122693343,0.6912961441401986,0.9998023040001967,0.8492673220693042,0.6284792453492988,0.45011418840201295,0.3228084956483352,0.23456118655265834,0.1733121413104836,0.1302880667688892,0.09957684373711687,0.07728324440389296,0.060833891276151804,0.048504211424172584,0.039130470956969504
5.897297297297298e-06,0.22291305305088582,0.6936219040679953,0.9997291557522633,0.8477755636542893,0.626754782541149,0.4485885380829827,0.32156769127025964,0.2335805340572653,0.17254247635896172,0.12968249290084988,0.09909719753330225,0.07690012234555921,0.06052508266680438,0.048253045162585974,0.03892438054733226
5.9072072072072075e-06,0.22473336138353792,0.6959394981774664,0.9996447365813059,0.8462818379957202,0.625033831803497,0.44706820124614377,0.3203322677243166,0.23260469819490084,0.17177691308578388,0.12908033911571584,0.0986203809828095,0.07651933885670749,0.060218211431481795,0.048003490640835124,0.038719637928390206
5.917117117117117e-06,0.2265597219237388,0.6982488870193112,0.999549126403366,0.8447862047816184,0.6233164085986352,0.44555316680757273,0.3191022026317879,0.23163365360184107,0.17101542697157798,0.12848158324304823,0.09814637466860206,0.07614087719438142,0.05991326323397864,0.04775553561208903,0.03851623263336957
5.927027027027027e-06,0.22839209014152703,0.7005500318385626,0.9994424048990995,0.8432887230865206,0.6216025280080656,0.4440434235628785,0.317877473654779,0.2306673750348162,0.17025799364812125,0.12788620326833833,0.09767515932186288,0.07576472075087616,0.05961022385884588,0.047509167936065744,0.03831415428894413
5.936936936936937e-06,0.2302304212829159,0.7028428945707038,0.9993246515105005,0.8417894513760795,0.6198922047374641,0.4425389601901424,0.31665805849728573,0.22970583737088826,0.1695045888975568,0.1272941773319197,0.09720671582079836,0.07539085305255212,0.0593090792102687,0.04726437557799957,0.03811339261430018
5.946846846846847e-06,0.2320746703746693,0.7051274378377943,0.9991959454377708,0.840288447511682,0.6181854531216401,0.4410397652527748,0.31544393490621764,0.2287490156072926,0.16875518865159392,0.1267054837278775,0.09674102518945492,0.07501925775865607,0.05900981531095399,0.04702114660761913,0.03791393742021358
5.956756756756757e-06,0.23392479222904478,0.7074036249445199,0.9990563656362245,0.8387857687550339,0.616482287129385,0.43954582720237634,0.31423508067241296,0.22779688486128247,0.1680097689907232,0.12612010090296097,0.09627806859653458,0.07464991866015624,0.058712418301033936,0.04677946919813817,0.03771577860813314
5.9666666666666666e-06,0.23578074144853364,0.709671419874265,0.9989059908133019,0.8372814717727212,0.6147827203683265,0.43805713438150146,0.31303147363160994,0.22684942036995884,0.16726830614342142,0.125538007455517,0.09581782735423386,0.07428281967858731,0.05841687443697191,0.046539331625255524,0.03751890616927959
5.976576576576576e-06,0.23764247243057604,0.7119307872851397,0.998744899425631,0.8357756126407919,0.6130867660896707,0.4365736750264243,0.3118330916654045,0.22590659749009348,0.16653077648536746,0.12495918213440566,0.09536028291707824,0.07391794486490887,0.05812317009048926,0.04630072226616297,0.03732331018374802
5.986486486486486e-06,0.23950993937227363,0.7141816925059664,0.9985731696762269,0.8342682468492537,0.6113944371929435,0.43509543726982625,0.31063991270219093,0.22496839169793825,0.1657971565386471,0.12438360383795143,0.09490541688077822,0.07355527839836408,0.05783129174749501,0.046063629598570466,0.03712898081962467
5.996396396396396e-06,0.24138309627504956,0.7164241015322772,0.998390879511665,0.8327594293066267,0.6097057462306378,0.433622409143462,0.3094519147180478,0.2240347785890309,0.1650674229709653,0.12381125161286886,0.094453210981083,0.07319480458536493,0.05754122600702853,0.045828042199733895,0.036935908332112376
6.006306306306306e-06,0.24326189694933442,0.7186579810222804,0.9981981066194552,0.8312492143444374,0.6080207054128399,0.4321545785807759,0.30826907573763535,0.22310573387798568,0.16434155259485603,0.12324210465322613,0.0940036470926511,0.072836507858372,0.05725295958021557,0.04559394874549756,0.036744083062663836
6.016216216216216e-06,0.24514629501920143,0.7208832982927862,0.9979949284253735,0.8297376557216889,0.6063393266117906,0.4306919334194861,0.3070913738350467,0.2221812333982797,0.1636195223668979,0.12267614229938838,0.09355670722792739,0.07248037277479355,0.05696647928922906,0.04536133800934522,0.03655349543812704
6.0261261261261265e-06,0.24703624392699142,0.7231000213151357,0.9977814220909464,0.8282248066293252,0.6046616213663848,0.42923446140409893,0.3059187871346534,0.22126125310202643,0.1629013093869211,0.12211334403698126,0.0931123735360289,0.07212638401589212,0.056681772066266074,0.045130198861461884,0.036364135969896454
6.036036036036036e-06,0.24893169693792186,0.7253081187111032,0.9975576645109773,0.8267107196947063,0.6029876008866494,0.427782150188422,0.3047512938119076,0.2203457690597476,0.16218689089722615,0.12155368949585887,0.09267062830163895,0.07177452638570117,0.056398824952528986,0.04490052026780441,0.03617599525307835
6.045945945945946e-06,0.2508326071446631,0.7275075597487797,0.9973237323111342,0.8251954469859965,0.6013172760581331,0.426334987338017,0.3035888720941333,0.2194347574601324,0.1614762442817946,0.12099715844907784,0.0922314539439125,0.0714247848099505,0.05611762509722304,0.044672291289181536,0.035989063965659485
6.055855855855856e-06,0.2527389274719174,0.7296983143384442,0.9970797018456335,0.8236790400165874,0.5996506574462931,0.4248929603326017,0.3024315002613115,0.2185281946097807,0.16076934706550677,0.12044373081186668,0.09179483301538666,0.07107714433500424,0.05583815975655721,0.044445501080346075,0.03580333286768955
6.065765765765766e-06,0.2546506106809453,0.7318803530284217,0.9968256491949682,0.8221615497494855,0.5979877553007987,0.42345605656844637,0.30127915664680943,0.21762605693296103,0.1600661769133585,0.11989338664062703,0.09136074820090194,0.07073159012680583,0.055560416292761074,0.044220138889092216,0.035618792800469895
6.075675675675676e-06,0.25656760937409673,0.7340536470009104,0.9965616501637182,0.8206430266016885,0.5963285795597716,0.42202426336069776,0.3001318196381115,0.2167283209713394,0.15936671162967714,0.11934610613190907,0.09092918231653446,0.07038810746983458,0.05528438217310787,0.04399619405536739,0.03543543468575195
6.0855855855855856e-06,0.25848987599930906,0.7362181680678167,0.9962877802784207,0.8191235204484968,0.5946731398540384,0.42059756794568504,0.298989467677538,0.21583496338370542,0.15867092915734102,0.11880186962141831,0.0905001183085305,0.07004668176606876,0.05501004496894622,0.04377365601038847,0.03525324952494418
6.095495495495495e-06,0.2604173628545761,0.7383738886665545,0.9960041147855105,0.8176030806278979,0.5930214455112711,0.41917595748318803,0.2978520792629194,0.21494596094570587,0.15797880757700472,0.11826065758301646,0.09007353925225837,0.0697072985339634,0.05473739235474652,0.04355251427577099,0.03507222839832719
