Wavelength (m),T = 273 K,T = 400 K,T = 600 K,T = 800 K,T = 1000 K,T = 1200 K,T = 1400 K,T = 1600 K,T = 1800 K,T = 2000 K,T = 2200 K,T = 2400 K,T = 2600 K,T = 2800 K,T = 3000 K
3.0036036036036037e-06,0.0006315054149270293,0.03068922652979043,0.3178173808741023,0.7188605465732683,0.9511328433994676,0.9981799253848856,0.9370126209294092,0.8311201520188466,0.7159556843680307,0.607873587017042,0.5128629968953505,0.4320214028487954,0.3643660885100059,0.3081618401745672,0.26161092148304355
3.0135135135135135e-06,0.0006601519923825033,0.03149703259882791,0.3219031536203421,0.7233010234656652,0.9532276737632241,0.9977613637035769,0.9348863175117628,0.8280954799050786,0.7125964014476701,0.6045151384606332,0.5096834366818681,0.42910222609982585,0.3617334990314294,0.30581248112213394,0.25952655818266285
3.0234234234234234e-06,0.0006898669513657653,0.03231915994436403,0.32599955211887793,0.7277069872209959,0.9552708919778965,0.9973018246849809,0.9327380697451749,0.8250658748402853,0.709244312491988,0.6011714327973258,0.5065227314608209,0.42620368795479213,0.35912185457069806,0.3034834877089318,0.25746148823342296
3.0333333333333332e-06,0.0007206805005130631,0.03315569917304494,0.3301061156345601,0.7320781950113981,0.9572628439618026,0.9968019200464707,0.9305684540045523,0.8220317507603029,0.7058996527727212,0.5978425556079886,0.5033808563459398,0.42332568853725344,0.3565310080786119,0.3011746860039772,0.255415524948287
3.043243243243243e-06,0.0007526233697181067,0.03400673857579421,0.3342223846696549,0.7364144142115231,0.9592038797051985,0.9962622571232113,0.9283780381663153,0.8189935128009271,0.702562650361335,0.594528587426625,0.5002577834426659,0.4204681266385746,0.353960812446882,0.29888590293149286,0.25338848311988005
3.053153153153153e-06,0.0007857268099100749,0.03487236410208741,0.33834790108745844,0.7407154222650758,0.9610943530655343,0.995683438799216,0.9261673816771739,0.815951557437222,0.6992335262822232,0.5912296038759095,0.49715348195377507,0.41763089979206114,0.35141112055411255,0.2966169662937863,0.2513801790253978
3.063063063063063e-06,0.0008200225926021733,0.03575265933542082,0.3424822082328678,0.7449810065505805,0.9629346215671432,0.9950660634425449,0.9239370356241781,0.8129062726216542,0.69591249466318,0.5879456757996944,0.4940679182821897,0.41481390434474474,0.34888178531000474,0.2943677047928571,0.24939043043066925
3.072972972972973e-06,0.0008555430092100498,0.03664770546997554,0.3466248510498908,0.7492109642463884,0.9647250462055391,0.9944107248446303,0.9216875428059729,0.8098580379207786,0.6925997628832155,0.5846768693925297,0.49100105613097056,0.4120170355268217,0.3463726596977531,0.29213794805075094,0.24741905659343935
3.082882882882883e-06,0.0008923208701395252,0.03755758128847057,0.3507753761961502,0.7534051021950593,0.9664659912560316,0.9937180121635958,0.9194194378050812,0.8068072246506641,0.6892955317178598,0.5814232463262347,0.48795285660064874,0.4092401875189095,0.34388359681476593,0.2899275266287131,0.2454658782658995
3.0927927927927927e-06,0.0009303895036432017,0.0384823631412032,0.354933332154358,0.7575632367672057,0.9681578240867847,0.9929885098712655,0.9171332470611743,0.8037541960108954,0.6859999954817766,0.5781848638736246,0.484923278283895,0.4064832535170797,0.3414144499117429,0.2877362720452072,0.24353071769647866
3.1027027027027026e-06,0.0009697827544458041,0.039422124926271736,0.35909826934081496,0.7616851937249024,0.9698009149761844,0.9922227977040543,0.9148294889452859,0.8006993072172268,0.6827133421689139,0.5749617750294053,0.481912277357608,0.4037461257958211,0.3389650724301386,0.2855640167928057,0.24161339863095968
3.1126126126126124e-06,0.0010105349821381596,0.0403769380709757,0.36326974021089087,0.7657708080847644,0.9713956369344874,0.9914214506173114,0.9125086738348143,0.797642905632814,0.6794357535901145,0.5717540286283087,0.47891980767250875,0.4010286957689187,0.3365353180380887,0.2834105943540344,0.23971374631294512
3.1225225225225223e-06,0.0010526810593399843,0.04134687151438489,0.3674472993615889,0.7698199239807493,0.9729423655296642,0.9905850387432062,0.9101713041893182,0.7945853308980061,0.676167405508215,0.5685616694605309,0.4759458208402344,0.3983308540483279,0.3341250406648531,0.28127583921616695,0.23783158748365577
3.1324324324324325e-06,0.0010962563696317756,0.0423319916910762,0.3716305036311469,0.7738323945267733,0.9744414787174553,0.989714127352002,0.9078178746269367,0.7915269150587603,0.6729084677707494,0.5653847383845058,0.4729902663181292,0.3956524905011732,0.33173409453380137,0.27915958688504144,0.2359667503811779
3.1423423423423424e-06,0.0011412968052561842,0.04333236251602303,0.37581891219571884,0.7778080816792734,0.9758933566754624,0.988809276816563,0.9054488720014856,0.7884679826935642,0.6696591044401659,0.5622232724370949,0.47005309149161056,0.3929934943047762,0.3293623341940016,0.2770616738979309,0.23411906473910063
3.1522522522522522e-06,0.0011878387645896766,0.04434804537063798,0.38001208666317415,0.7817468560997284,0.9772983816413633,0.9878710425799618,0.9030647754800167,0.7854088510389202,0.6664194739217141,0.5590773049412167,0.4671342417543138,0.39035375399991695,0.32700961455046257,0.27498193783548996,0.2322883617846254
3.162162162162162e-06,0.0012359191493850619,0.045379099089950234,0.38420959116401765,0.7856485970172422,0.9786569377550852,0.986899975126258,0.9006660566209428,0.7823498301133854,0.6631897290889196,0.5559468656110113,0.4642336605859875,0.3877331575423121,0.3246757908930624,0.2729202173328233,0.23047447423616174
3.172072072072072e-06,0.0012855753617859703,0.04642557995091975,0.38841099243947685,0.7895131920912654,0.9799694109048966,0.9858966199541352,0.8982531794525151,0.7792912228401169,0.6599700174067799,0.5528319806544975,0.46135128962826666,0.3851315923523302,0.3223607189242144,0.27087635208969835,0.22867723630040798
3.1819819819819818e-06,0.0013368453011142999,0.047487541661865015,0.39261585992675824,0.7933405372745308,0.9812361885774358,0.9848615175534027,0.8958266005516596,0.7762333251679686,0.6567604810526381,0.5497326728739262,0.4584870687582876,0.3825489453630722,0.3200642547853049,0.26885018287996976,0.22689648366897217
3.191891891891892e-06,0.0013897673604320146,0.048565035353006554,0.396823765841536,0.797130536676253,0.9824576597114676,0.983795203384261,0.8933867691231607,0.773176426191076,0.6535612570347975,0.5466489617637,0.45564093616027335,0.37998510306679295,0.31778625508195896,0.266841551560189,0.22513205351455576
3.201801801801802e-06,0.0014443804228784823,0.049658109568107234,0.40103428525765783,0.8008831024256543,0.9836342145555047,0.9826982078592529,0.890934127079048,0.7701208082670071,0.6503724773089217,0.5435808636060725,0.45281282839511716,0.3774399515597742,0.31552657690813907,0.2648503010774777,0.2233837844866883
3.2117117117117117e-06,0.001500723857785172,0.05076681025719836,0.40524699618414933,0.8045981545358917,0.9847662445290688,0.9815710563277388,0.8884691091181821,0.7670667471333985,0.647194268892211,0.5405283915645357,0.4500026804679899,0.37491337658561935,0.31328507786916665,0.262876275476686,0.22165151670708
3.2216216216216216e-06,0.001558837516569177,0.051891180770384814,0.40946147963949037,0.8082756207684615,0.9858541420876009,0.9804142690628678,0.8859921428060203,0.7640145120230949,0.6440267539754239,0.5374915557750471,0.44721042589403653,0.3724052635770999,0.3110616161036451,0.2609193199068334,0.2199350917645743
3.2315315315315314e-06,0.001618761728407515,0.05303126185270793,0.41367731972326016,0.8119154364980773,0.986898300590977,0.9792283612509487,0.8835036486544141,0.7609643657778546,0.6408700500328047,0.5344703634350944,0.4444359967622731,0.36991549769652365,0.30885605030437235,0.25897928062690095,0.21823435270974664
3.2414414414414413e-06,0.001680537295694261,0.05418709164006374,0.4178941036851185,0.8155175445781538,0.9878991141755531,0.9780138429831436,0.8810040402015238,0.7579165649605227,0.6377242699298173,0.5314648188906276,0.4416793237975811,0.36744396387471323,0.3066682397382429,0.25705600501097836,0.21654914404914433
3.251351351351351e-06,0.0017442054892824244,0.055358705656151745,0.42211142199120405,0.8190818952068621,0.9888569776296405,0.9767712192493336,0.8784937240917113,0.7548713599657542,0.6345895220288962,0.5284749237209591,0.4389403364210007,0.36499054684860643,0.3044980442651747,0.25514934155278846,0.2148793117392243
3.2612612612612614e-06,0.0018098080435130217,0.05654613681044927,0.4263288683879583,0.8226084457939123,0.9897722862724528,0.9755009899341648,0.8759731001553777,0.7518289951292366,0.6314659102931215,0.5255006768216162,0.43621896280829875,0.36255513119755406,0.30234532435612677,0.2532591398696353,0.21322470317994702
3.2711711711711712e-06,0.0018773871510336419,0.057749415397194706,0.4305460399634391,0.8260971608279816,0.9906454358363527,0.9742036498151838,0.8734425614887812,0.7487897088354843,0.6283535343878943,0.52254207448521,0.4335151299468194,0.3601376013782972,0.30020994111018795,0.2513852507057629,0.21158516720810827
3.281081081081081e-06,0.0019469854574089395,0.058968569095360364,0.43476253720609925,0.8295480117449638,0.9914768223524099,0.9728796885628923,0.8709024945336936,0.7457537336240952,0.625252489780606,0.5195991104804053,0.43082876369074236,0.3577378417587354,0.29809175627081147,0.24952752593520086,0.20996055409037725
3.290990990990991e-06,0.002018646055525874,0.0602036229696077,0.43897796406114215,0.8329609767969665,0.9922668420392224,0.971529590742798,0.8683532791569363,0.7427212962946275,0.6221628678384274,0.5166717761289363,0.428159788814717,0.3553557366504494,0.29599063224121047,0.24768581856406066,0.20835071551607795
3.3009009009009008e-06,0.002092412479796208,0.06145459947220398,0.4431919279844346,0.8363360409221818,0.993015891194854,0.9701538358192235,0.8657952887297278,0.7396926180099198,0.6190847559241096,0.5137600603808429,0.4255081290659757,0.35299117034007044,0.2939064320989154,0.2458599827323461,0.2067555045897274
3.3108108108108106e-06,0.002168328700159336,0.06272151844588573,0.4474040399940339,0.8396731956156286,0.993724366091964,0.9687528981609564,0.8632288902068295,0.7366679143980855,0.616018237489959,0.5108639498877968,0.4228737072149029,0.3506440271194852,0.2918390196095837,0.2440498737152908,0.2051747758233359
3.320720720720721e-06,0.0022464391158882736,0.06400439712765735,0.45161391471936374,0.8429724388008059,0.9943926628759618,0.9673272470485614,0.8606544442053975,0.7336473956529312,0.612963392169936,0.5079834290747489,0.4202564451041457,0.3483141913149645,0.28978825924001134,0.24225534792420741,0.2036083851284924
3.3306306306306307e-06,0.002326788549201926,0.06530325015350116,0.4558211704480817,0.8462337747022906,0.9950211774661537,0.9658773466833468,0.858072305083669,0.7306312666330533,0.6099202958699179,0.505118480209766,0.4176562636962915,0.34600154731518395,0.28775401617044044,0.2404762629069364,0.20205618980825085
3.3405405405405406e-06,0.0024094222386869175,0.06661808956398983,0.46002542917066086,0.849457213719345,0.9956103054598896,0.964403656197874,0.8554828210191976,0.7276197269594422,0.6068890208561925,0.5022690834722059,0.41507308312013386,0.34370597959822397,0.2857361563061531,0.23871247734785397,0.20051804854881689
3.3504504504504504e-06,0.0024943858325320884,0.06794892481078055,0.46422631662273606,0.852642772300503,0.9961604420395576,0.962906629668028,0.852886334086887,0.7246129711116996,0.6038696358421866,0.4994352170192281,0.4125068227155917,0.3414273727575466,0.28373454628837386,0.23696385106746648,0.1989938214110523
3.3603603603603603e-06,0.002581725381579207,0.06929576276397584,0.4684234623252571,0.8557904728191926,0.9966719818824676,0.9613867161264477,0.8502831803366111,0.7216111885228119,0.6008622060734535,0.49661685705065284,0.4099574010772781,0.33916561152699265,0.2817490535045198,0.2352302450216369,0.1974833698218267
3.37027027027027e-06,0.0026714873321932813,0.07065860772033292,0.47261649962246316,0.8589003434504865,0.9971453190734643,0.9598443595774674,0.8476736898704587,0.7186145636725867,0.5978667934109294,0.4938139778722648,0.4074247360968018,0.33692058080482845,0.27977954609781897,0.23351152130043878,0.19598655656519876
3.38018018018018e-06,0.0027637185189560904,0.07203746141230495,0.4768050657177477,0.861972418048885,0.9975808470203082,0.9582799990132344,0.8450581869195917,0.7156232761796455,0.5948834564125923,0.49102655195752837,0.40490874500379426,0.33469216567687277,0.2778258929763034,0.23180754312665128,0.19450324577344882
3.3900900900900902e-06,0.0028584661571864085,0.07343232301789818,0.48098880170742386,0.8650067360272325,0.9979789583717386,0.9566940684312253,0.8424369899206845,0.7126375008920763,0.5919122504133825,0.4882545500078106,0.4024093444057022,0.33248025143870014,0.2758879638212244,0.2301181748539259,0.193033302917996
3.4e-06,0.0029557778352910687,0.0748431891713259,0.4851673526124491,0.8680033422368044,0.998340044938124,0.9550869968529212,0.8398104115918905,0.7096574079767046,0.5889532276035573,0.4854979410110931,0.3999264503264035,0.3302847236170262,0.27396562909488675,0.22844328196461944,0.1915765948001704
3.40990990990991e-06,0.003055701506950164,0.07627005397444256,0.48934036740814635,0.870962286848507,0.9986644976147218,0.9534592083436314,0.8371787590083797,0.7066831630070041,0.5860064371054559,0.4827566922992483,0.39745997824364043,0.3281054679901929,0.27205876004793067,0.2267827310673332,0.1901329895418718
3.4198198198198197e-06,0.0031582854831405708,0.07771290900893811,0.4935074990519187,0.8738836252352943,0.9989527063074384,0.9518111220334973,0.8345423336774158,0.7037149270496967,0.5830719250486832,0.4800307696038659,0.395009843125339,0.32594237060787973,0.2701672287261001,0.22513638989414778,0.18870235657613452
3.4297297297297296e-06,0.0032635784240017257,0.07917174334928202,0.4976684045090902,0.8767674178557824,0.9992050598610417,0.9501431521394458,0.8319014316128555,0.7007528567499743,0.5801497346437423,0.4773201371107426,0.3925759594648004,0.32379531780999266,0.2682909079764717,0.22350412729759173,0.187284566637585
3.4396396396396394e-06,0.0033716293305475955,0.08064654357638963,0.5018227447767866,0.8796137301390538,0.9994219459898446,0.9484557079882856,0.829256343409246,0.697797104415457,0.5772399062542365,0.4746247575129277,0.39015824131484317,0.3216641962447984,0.266429671453215,0.22188581324732232,0.18587949175280247
3.4495495495495493e-06,0.0034824875362288632,0.08213729379199984,0.5059701849060221,0.8824226323706994,0.9996037512106506,0.9467491940406815,0.8266073543152994,0.6948478180988114,0.5743424774674564,0.4719445920625439,0.38775660232087283,0.31954889288632027,0.26458339362286265,0.2202813188265785,0.18448700523062003
3.4594594594594596e-06,0.003596202698349726,0.08364397563374304,0.5101103940218952,0.8851941995801487,0.9997508607781468,0.9450240099160429,0.8239547443068889,0.6919051416790957,0.5714574831636763,0.4692796006212008,0.38537095575295893,0.317449295050978,0.2627519497691246,0.21869051622836735,0.1831069816523299
3.4693693693693694e-06,0.0037128247893431572,0.0851665682908864,0.5142430453420733,0.8879285114291778,0.9998636586224358,0.9432805504183664,0.8212987881594794,0.6889692149417821,0.5685849555838477,0.4666297417092353,0.38300121453689073,0.31536529041357697,0.26093521599726516,0.21711327875144026,0.18173929686183796
3.4792792792792792e-06,0.003832404087909005,0.08670504852072851,0.518367816193487,0.8906256521017578,0.999942527288903,0.9415192055628023,0.818639755519964,0.6860401736575913,0.5657249243960467,0.46399497255363636,0.3806472912842917,0.3132967670225761,0.2591330692380555,0.21554948079603914,0.18038382795574873
3.489189189189189e-06,0.003954991170019494,0.08825939066563687,0.5224843880273472,0.8932857101951421,0.9999878478801212,0.9397403606031289,0.8159779109779618,0.6831181496600093,0.5628774167604241,0.4613752491348086,0.37830909832178866,0.31124361331470557,0.25734538725130096,0.2139989978594348,0.1790404532734057
